 
****************************************
Report : cell
Design : loss
Version: I-2013.12-SP4
Date   : Tue Dec 11 15:54:52 2018
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
L1_0/abs_reg[0][0]        **FFGEN**                       0.000000  n, u
U50415                    nand_x1_sg      sg_338K         7.950000  
U50416                    nand_x4_sg      sg_338K         13.356000 
U50417                    nand_x1_sg      sg_338K         7.950000  
U50418                    nand_x4_sg      sg_338K         13.356000 
U50419                    nand_x1_sg      sg_338K         7.950000  
U50420                    nand_x4_sg      sg_338K         13.356000 
U50421                    nand_x1_sg      sg_338K         7.950000  
U50422                    nand_x4_sg      sg_338K         13.356000 
U50423                    nand_x1_sg      sg_338K         7.950000  
U50424                    nand_x4_sg      sg_338K         13.356000 
U50425                    nand_x1_sg      sg_338K         7.950000  
U50426                    inv_x2_sg       sg_338K         6.360000  
U50427                    nor_x1_sg       sg_338K         7.950000  
U50428                    nand_x4_sg      sg_338K         13.356000 
U50429                    inv_x1_sg       sg_338K         6.360000  
U50430                    nand_x4_sg      sg_338K         13.356000 
U50431                    nand_x1_sg      sg_338K         7.950000  
U50432                    nand_x4_sg      sg_338K         13.356000 
U50433                    nand_x1_sg      sg_338K         7.950000  
U50434                    inv_x4_sg       sg_338K         10.176000 
U50435                    nand_x4_sg      sg_338K         13.356000 
U50436                    nand_x1_sg      sg_338K         7.950000  
U50437                    nand_x4_sg      sg_338K         13.356000 
U50438                    nand_x1_sg      sg_338K         7.950000  
U50439                    inv_x2_sg       sg_338K         6.360000  
U50440                    nor_x1_sg       sg_338K         7.950000  
U50441                    nand_x4_sg      sg_338K         13.356000 
U50442                    inv_x1_sg       sg_338K         6.360000  
U50443                    nand_x4_sg      sg_338K         13.356000 
U50444                    nand_x1_sg      sg_338K         7.950000  
U50445                    nand_x4_sg      sg_338K         13.356000 
U50446                    nand_x1_sg      sg_338K         7.950000  
U50447                    inv_x4_sg       sg_338K         10.176000 
U50448                    nand_x4_sg      sg_338K         13.356000 
U50449                    nand_x1_sg      sg_338K         7.950000  
U50450                    nand_x4_sg      sg_338K         13.356000 
U50451                    nand_x1_sg      sg_338K         7.950000  
U50452                    inv_x2_sg       sg_338K         6.360000  
U50453                    nor_x1_sg       sg_338K         7.950000  
U50454                    nand_x4_sg      sg_338K         13.356000 
U50455                    inv_x1_sg       sg_338K         6.360000  
U50456                    nand_x4_sg      sg_338K         13.356000 
U50457                    nand_x1_sg      sg_338K         7.950000  
U50458                    inv_x4_sg       sg_338K         10.176000 
U50459                    nand_x4_sg      sg_338K         13.356000 
U50460                    nand_x1_sg      sg_338K         7.950000  
U50461                    nand_x4_sg      sg_338K         13.356000 
U50462                    nand_x1_sg      sg_338K         7.950000  
U50463                    inv_x2_sg       sg_338K         6.360000  
U50464                    nor_x1_sg       sg_338K         7.950000  
U50465                    nand_x4_sg      sg_338K         13.356000 
U50466                    inv_x1_sg       sg_338K         6.360000  
U50467                    inv_x1_sg       sg_338K         6.360000  
U50468                    nand_x4_sg      sg_338K         13.356000 
U50469                    nand_x1_sg      sg_338K         7.950000  
U50470                    nand_x4_sg      sg_338K         13.356000 
U50471                    nand_x1_sg      sg_338K         7.950000  
U50472                    nand_x4_sg      sg_338K         13.356000 
U50473                    nand_x1_sg      sg_338K         7.950000  
U50474                    nand_x4_sg      sg_338K         13.356000 
U50475                    nand_x1_sg      sg_338K         7.950000  
U50476                    nand_x4_sg      sg_338K         13.356000 
U50477                    nand_x1_sg      sg_338K         7.950000  
U50478                    inv_x2_sg       sg_338K         6.360000  
U50479                    nor_x1_sg       sg_338K         7.950000  
U50480                    nand_x4_sg      sg_338K         13.356000 
U50481                    inv_x1_sg       sg_338K         6.360000  
U50482                    nand_x4_sg      sg_338K         13.356000 
U50483                    nand_x1_sg      sg_338K         7.950000  
U50484                    nand_x4_sg      sg_338K         13.356000 
U50485                    nand_x1_sg      sg_338K         7.950000  
U50486                    inv_x4_sg       sg_338K         10.176000 
U50487                    nand_x4_sg      sg_338K         13.356000 
U50488                    nand_x1_sg      sg_338K         7.950000  
U50489                    nand_x4_sg      sg_338K         13.356000 
U50490                    nand_x1_sg      sg_338K         7.950000  
U50491                    inv_x2_sg       sg_338K         6.360000  
U50492                    nor_x1_sg       sg_338K         7.950000  
U50493                    nand_x4_sg      sg_338K         13.356000 
U50494                    inv_x1_sg       sg_338K         6.360000  
U50495                    nand_x4_sg      sg_338K         13.356000 
U50496                    nand_x1_sg      sg_338K         7.950000  
U50497                    nand_x4_sg      sg_338K         13.356000 
U50498                    nand_x1_sg      sg_338K         7.950000  
U50499                    nand_x4_sg      sg_338K         13.356000 
U50500                    nand_x1_sg      sg_338K         7.950000  
U50501                    nand_x4_sg      sg_338K         13.356000 
U50502                    nand_x1_sg      sg_338K         7.950000  
U50503                    inv_x2_sg       sg_338K         6.360000  
U50504                    nor_x1_sg       sg_338K         7.950000  
U50505                    nand_x4_sg      sg_338K         13.356000 
U50506                    inv_x1_sg       sg_338K         6.360000  
U50507                    nand_x4_sg      sg_338K         13.356000 
U50508                    nand_x1_sg      sg_338K         7.950000  
U50509                    nand_x4_sg      sg_338K         13.356000 
U50510                    nand_x1_sg      sg_338K         7.950000  
U50511                    inv_x4_sg       sg_338K         10.176000 
U50512                    nand_x4_sg      sg_338K         13.356000 
U50513                    nand_x1_sg      sg_338K         7.950000  
U50514                    nand_x4_sg      sg_338K         13.356000 
U50515                    nand_x1_sg      sg_338K         7.950000  
U50516                    inv_x2_sg       sg_338K         6.360000  
U50517                    nor_x1_sg       sg_338K         7.950000  
U50518                    nand_x4_sg      sg_338K         13.356000 
U50519                    inv_x1_sg       sg_338K         6.360000  
U50520                    inv_x1_sg       sg_338K         6.360000  
U50521                    nand_x4_sg      sg_338K         13.356000 
U50522                    nand_x1_sg      sg_338K         7.950000  
U50523                    nand_x4_sg      sg_338K         13.356000 
U50524                    nand_x1_sg      sg_338K         7.950000  
U50525                    nand_x4_sg      sg_338K         13.356000 
U50526                    nand_x1_sg      sg_338K         7.950000  
U50527                    nand_x4_sg      sg_338K         13.356000 
U50528                    nand_x1_sg      sg_338K         7.950000  
U50529                    nand_x4_sg      sg_338K         13.356000 
U50530                    nand_x1_sg      sg_338K         7.950000  
U50531                    inv_x2_sg       sg_338K         6.360000  
U50532                    nor_x1_sg       sg_338K         7.950000  
U50533                    nand_x4_sg      sg_338K         13.356000 
U50534                    inv_x1_sg       sg_338K         6.360000  
U50535                    nand_x4_sg      sg_338K         13.356000 
U50536                    inv_x1_sg       sg_338K         6.360000  
U50537                    nand_x4_sg      sg_338K         13.356000 
U50538                    nand_x1_sg      sg_338K         7.950000  
U50539                    nand_x4_sg      sg_338K         13.356000 
U50540                    nand_x1_sg      sg_338K         7.950000  
U50541                    nand_x4_sg      sg_338K         13.356000 
U50542                    nand_x1_sg      sg_338K         7.950000  
U50543                    nand_x4_sg      sg_338K         13.356000 
U50544                    nand_x1_sg      sg_338K         7.950000  
U50545                    inv_x2_sg       sg_338K         6.360000  
U50546                    nor_x1_sg       sg_338K         7.950000  
U50547                    nand_x4_sg      sg_338K         13.356000 
U50548                    inv_x1_sg       sg_338K         6.360000  
U50549                    inv_x1_sg       sg_338K         6.360000  
U50550                    nand_x4_sg      sg_338K         13.356000 
U50551                    nand_x1_sg      sg_338K         7.950000  
U50552                    nand_x4_sg      sg_338K         13.356000 
U50553                    nand_x1_sg      sg_338K         7.950000  
U50554                    nand_x4_sg      sg_338K         13.356000 
U50555                    nand_x1_sg      sg_338K         7.950000  
U50556                    nand_x4_sg      sg_338K         13.356000 
U50557                    nand_x1_sg      sg_338K         7.950000  
U50558                    nand_x4_sg      sg_338K         13.356000 
U50559                    nand_x1_sg      sg_338K         7.950000  
U50560                    inv_x2_sg       sg_338K         6.360000  
U50561                    nor_x1_sg       sg_338K         7.950000  
U50562                    nand_x4_sg      sg_338K         13.356000 
U50563                    inv_x1_sg       sg_338K         6.360000  
U50564                    nand_x4_sg      sg_338K         13.356000 
U50565                    nand_x1_sg      sg_338K         7.950000  
U50566                    nand_x4_sg      sg_338K         13.356000 
U50567                    inv_x1_sg       sg_338K         6.360000  
U50568                    nand_x4_sg      sg_338K         13.356000 
U50569                    nand_x1_sg      sg_338K         7.950000  
U50570                    nand_x4_sg      sg_338K         13.356000 
U50571                    nand_x1_sg      sg_338K         7.950000  
U50572                    nand_x4_sg      sg_338K         13.356000 
U50573                    nand_x1_sg      sg_338K         7.950000  
U50574                    nand_x4_sg      sg_338K         13.356000 
U50575                    nand_x1_sg      sg_338K         7.950000  
U50576                    inv_x2_sg       sg_338K         6.360000  
U50577                    nor_x1_sg       sg_338K         7.950000  
U50578                    nand_x4_sg      sg_338K         13.356000 
U50579                    inv_x1_sg       sg_338K         6.360000  
U50580                    inv_x1_sg       sg_338K         6.360000  
U50581                    nand_x4_sg      sg_338K         13.356000 
U50582                    nand_x1_sg      sg_338K         7.950000  
U50583                    nand_x4_sg      sg_338K         13.356000 
U50584                    nand_x1_sg      sg_338K         7.950000  
U50585                    nand_x4_sg      sg_338K         13.356000 
U50586                    nand_x1_sg      sg_338K         7.950000  
U50587                    nand_x4_sg      sg_338K         13.356000 
U50588                    nand_x1_sg      sg_338K         7.950000  
U50589                    nand_x4_sg      sg_338K         13.356000 
U50590                    nand_x1_sg      sg_338K         7.950000  
U50591                    inv_x2_sg       sg_338K         6.360000  
U50592                    nor_x1_sg       sg_338K         7.950000  
U50593                    nand_x4_sg      sg_338K         13.356000 
U50594                    inv_x1_sg       sg_338K         6.360000  
U50595                    nand_x4_sg      sg_338K         13.356000 
U50596                    inv_x1_sg       sg_338K         6.360000  
U50597                    nand_x4_sg      sg_338K         13.356000 
U50598                    nand_x1_sg      sg_338K         7.950000  
U50599                    nand_x4_sg      sg_338K         13.356000 
U50600                    nand_x1_sg      sg_338K         7.950000  
U50601                    inv_x2_sg       sg_338K         6.360000  
U50602                    nor_x1_sg       sg_338K         7.950000  
U50603                    nand_x4_sg      sg_338K         13.356000 
U50604                    inv_x1_sg       sg_338K         6.360000  
U50605                    nand_x1_sg      sg_338K         7.950000  
U50606                    nand_x4_sg      sg_338K         13.356000 
U50607                    inv_x1_sg       sg_338K         6.360000  
U50608                    nand_x1_sg      sg_338K         7.950000  
U50609                    nand_x1_sg      sg_338K         7.950000  
U50610                    nand_x1_sg      sg_338K         7.950000  
U50611                    nand_x1_sg      sg_338K         7.950000  
U50612                    nand_x1_sg      sg_338K         7.950000  
U50613                    nand_x1_sg      sg_338K         7.950000  
U50614                    nand_x1_sg      sg_338K         7.950000  
U50615                    nand_x1_sg      sg_338K         7.950000  
U50616                    nand_x1_sg      sg_338K         7.950000  
U50617                    nand_x1_sg      sg_338K         7.950000  
U50618                    nand_x1_sg      sg_338K         7.950000  
U50619                    nand_x1_sg      sg_338K         7.950000  
U50620                    nand_x1_sg      sg_338K         7.950000  
U50621                    nand_x1_sg      sg_338K         7.950000  
U50622                    nand_x1_sg      sg_338K         7.950000  
U50623                    nand_x1_sg      sg_338K         7.950000  
U50624                    nand_x1_sg      sg_338K         7.950000  
U50625                    nand_x1_sg      sg_338K         7.950000  
U50626                    nand_x1_sg      sg_338K         7.950000  
U50627                    nand_x1_sg      sg_338K         7.950000  
U50628                    nand_x1_sg      sg_338K         7.950000  
U50629                    nand_x1_sg      sg_338K         7.950000  
U50630                    nand_x1_sg      sg_338K         7.950000  
U50631                    nand_x1_sg      sg_338K         7.950000  
U50632                    nand_x1_sg      sg_338K         7.950000  
U50633                    nand_x1_sg      sg_338K         7.950000  
U50634                    nor_x1_sg       sg_338K         7.950000  
U50635                    nand_x1_sg      sg_338K         7.950000  
U50636                    nand_x1_sg      sg_338K         7.950000  
U50637                    inv_x1_sg       sg_338K         6.360000  
U50638                    inv_x1_sg       sg_338K         6.360000  
U50639                    inv_x1_sg       sg_338K         6.360000  
U50640                    nand_x1_sg      sg_338K         7.950000  
U50641                    nand_x1_sg      sg_338K         7.950000  
U50642                    inv_x1_sg       sg_338K         6.360000  
U50643                    nand_x2_sg      sg_338K         7.950000  
U50644                    inv_x2_sg       sg_338K         6.360000  
U50645                    nor_x1_sg       sg_338K         7.950000  
U50646                    inv_x2_sg       sg_338K         6.360000  
U50647                    nor_x1_sg       sg_338K         7.950000  
U50648                    nand_x2_sg      sg_338K         7.950000  
U50649                    nand_x1_sg      sg_338K         7.950000  
U50650                    inv_x1_sg       sg_338K         6.360000  
U50651                    nand_x2_sg      sg_338K         7.950000  
U50652                    nand_x1_sg      sg_338K         7.950000  
U50653                    inv_x1_sg       sg_338K         6.360000  
U50654                    nand_x1_sg      sg_338K         7.950000  
U50655                    inv_x1_sg       sg_338K         6.360000  
U50656                    inv_x2_sg       sg_338K         6.360000  
U50657                    nor_x1_sg       sg_338K         7.950000  
U50658                    inv_x1_sg       sg_338K         6.360000  
U50659                    nand_x1_sg      sg_338K         7.950000  
U50660                    inv_x1_sg       sg_338K         6.360000  
U50661                    nand_x1_sg      sg_338K         7.950000  
U50662                    inv_x1_sg       sg_338K         6.360000  
U50663                    inv_x1_sg       sg_338K         6.360000  
U50664                    inv_x1_sg       sg_338K         6.360000  
U50665                    nand_x1_sg      sg_338K         7.950000  
U50666                    nand_x2_sg      sg_338K         7.950000  
U50667                    inv_x1_sg       sg_338K         6.360000  
U50668                    inv_x1_sg       sg_338K         6.360000  
U50669                    inv_x2_sg       sg_338K         6.360000  
U50670                    nor_x1_sg       sg_338K         7.950000  
U50671                    nand_x2_sg      sg_338K         7.950000  
U50672                    nand_x1_sg      sg_338K         7.950000  
U50673                    inv_x1_sg       sg_338K         6.360000  
U50674                    nand_x2_sg      sg_338K         7.950000  
U50675                    inv_x1_sg       sg_338K         6.360000  
U50676                    nand_x1_sg      sg_338K         7.950000  
U50677                    inv_x1_sg       sg_338K         6.360000  
U50678                    inv_x2_sg       sg_338K         6.360000  
U50679                    nor_x1_sg       sg_338K         7.950000  
U50680                    inv_x1_sg       sg_338K         6.360000  
U50681                    nand_x1_sg      sg_338K         7.950000  
U50682                    inv_x1_sg       sg_338K         6.360000  
U50683                    nand_x2_sg      sg_338K         7.950000  
U50684                    inv_x2_sg       sg_338K         6.360000  
U50685                    nor_x1_sg       sg_338K         7.950000  
U50686                    nand_x2_sg      sg_338K         7.950000  
U50687                    nand_x1_sg      sg_338K         7.950000  
U50688                    nand_x1_sg      sg_338K         7.950000  
U50689                    inv_x1_sg       sg_338K         6.360000  
U50690                    nand_x2_sg      sg_338K         7.950000  
U50691                    inv_x1_sg       sg_338K         6.360000  
U50692                    nand_x1_sg      sg_338K         7.950000  
U50693                    inv_x1_sg       sg_338K         6.360000  
U50694                    inv_x2_sg       sg_338K         6.360000  
U50695                    nor_x1_sg       sg_338K         7.950000  
U50696                    inv_x1_sg       sg_338K         6.360000  
U50697                    nand_x1_sg      sg_338K         7.950000  
U50698                    inv_x1_sg       sg_338K         6.360000  
U50699                    nand_x2_sg      sg_338K         7.950000  
U50700                    inv_x1_sg       sg_338K         6.360000  
U50701                    inv_x1_sg       sg_338K         6.360000  
U50702                    inv_x2_sg       sg_338K         6.360000  
U50703                    nor_x1_sg       sg_338K         7.950000  
U50704                    nand_x2_sg      sg_338K         7.950000  
U50705                    nand_x1_sg      sg_338K         7.950000  
U50706                    inv_x1_sg       sg_338K         6.360000  
U50707                    nand_x2_sg      sg_338K         7.950000  
U50708                    inv_x1_sg       sg_338K         6.360000  
U50709                    nand_x1_sg      sg_338K         7.950000  
U50710                    inv_x1_sg       sg_338K         6.360000  
U50711                    inv_x2_sg       sg_338K         6.360000  
U50712                    nor_x1_sg       sg_338K         7.950000  
U50713                    inv_x1_sg       sg_338K         6.360000  
U50714                    nand_x1_sg      sg_338K         7.950000  
U50715                    inv_x1_sg       sg_338K         6.360000  
U50716                    nand_x2_sg      sg_338K         7.950000  
U50717                    inv_x2_sg       sg_338K         6.360000  
U50718                    nor_x1_sg       sg_338K         7.950000  
U50719                    nand_x2_sg      sg_338K         7.950000  
U50720                    nand_x1_sg      sg_338K         7.950000  
U50721                    nand_x1_sg      sg_338K         7.950000  
U50722                    inv_x1_sg       sg_338K         6.360000  
U50723                    nand_x2_sg      sg_338K         7.950000  
U50724                    inv_x1_sg       sg_338K         6.360000  
U50725                    nand_x1_sg      sg_338K         7.950000  
U50726                    nand_x1_sg      sg_338K         7.950000  
U50727                    inv_x1_sg       sg_338K         6.360000  
U50728                    inv_x2_sg       sg_338K         6.360000  
U50729                    nor_x1_sg       sg_338K         7.950000  
U50730                    inv_x1_sg       sg_338K         6.360000  
U50731                    nand_x1_sg      sg_338K         7.950000  
U50732                    inv_x1_sg       sg_338K         6.360000  
U50733                    nand_x2_sg      sg_338K         7.950000  
U50734                    inv_x2_sg       sg_338K         6.360000  
U50735                    nor_x1_sg       sg_338K         7.950000  
U50736                    inv_x2_sg       sg_338K         6.360000  
U50737                    nor_x1_sg       sg_338K         7.950000  
U50738                    nand_x2_sg      sg_338K         7.950000  
U50739                    nand_x1_sg      sg_338K         7.950000  
U50740                    inv_x1_sg       sg_338K         6.360000  
U50741                    nand_x2_sg      sg_338K         7.950000  
U50742                    nand_x1_sg      sg_338K         7.950000  
U50743                    inv_x1_sg       sg_338K         6.360000  
U50744                    nand_x1_sg      sg_338K         7.950000  
U50745                    inv_x1_sg       sg_338K         6.360000  
U50746                    inv_x2_sg       sg_338K         6.360000  
U50747                    nor_x1_sg       sg_338K         7.950000  
U50748                    inv_x1_sg       sg_338K         6.360000  
U50749                    nand_x1_sg      sg_338K         7.950000  
U50750                    inv_x1_sg       sg_338K         6.360000  
U50751                    nand_x1_sg      sg_338K         7.950000  
U50752                    inv_x2_sg       sg_338K         6.360000  
U50753                    nor_x1_sg       sg_338K         7.950000  
U50754                    inv_x1_sg       sg_338K         6.360000  
U50755                    nand_x1_sg      sg_338K         7.950000  
U50756                    nand_x2_sg      sg_338K         7.950000  
U50757                    inv_x1_sg       sg_338K         6.360000  
U50758                    inv_x1_sg       sg_338K         6.360000  
U50759                    inv_x2_sg       sg_338K         6.360000  
U50760                    nor_x1_sg       sg_338K         7.950000  
U50761                    nand_x2_sg      sg_338K         7.950000  
U50762                    nand_x1_sg      sg_338K         7.950000  
U50763                    inv_x1_sg       sg_338K         6.360000  
U50764                    nand_x2_sg      sg_338K         7.950000  
U50765                    inv_x1_sg       sg_338K         6.360000  
U50766                    nand_x1_sg      sg_338K         7.950000  
U50767                    inv_x1_sg       sg_338K         6.360000  
U50768                    inv_x2_sg       sg_338K         6.360000  
U50769                    nor_x1_sg       sg_338K         7.950000  
U50770                    inv_x1_sg       sg_338K         6.360000  
U50771                    nand_x1_sg      sg_338K         7.950000  
U50772                    inv_x1_sg       sg_338K         6.360000  
U50773                    nand_x2_sg      sg_338K         7.950000  
U50774                    inv_x2_sg       sg_338K         6.360000  
U50775                    nor_x1_sg       sg_338K         7.950000  
U50776                    nand_x2_sg      sg_338K         7.950000  
U50777                    nand_x1_sg      sg_338K         7.950000  
U50778                    nand_x1_sg      sg_338K         7.950000  
U50779                    inv_x1_sg       sg_338K         6.360000  
U50780                    nand_x2_sg      sg_338K         7.950000  
U50781                    inv_x1_sg       sg_338K         6.360000  
U50782                    nand_x1_sg      sg_338K         7.950000  
U50783                    inv_x1_sg       sg_338K         6.360000  
U50784                    inv_x2_sg       sg_338K         6.360000  
U50785                    nor_x1_sg       sg_338K         7.950000  
U50786                    inv_x1_sg       sg_338K         6.360000  
U50787                    nand_x1_sg      sg_338K         7.950000  
U50788                    inv_x1_sg       sg_338K         6.360000  
U50789                    inv_x1_sg       sg_338K         6.360000  
U50790                    nand_x1_sg      sg_338K         7.950000  
U50791                    nand_x2_sg      sg_338K         7.950000  
U50792                    inv_x1_sg       sg_338K         6.360000  
U50793                    inv_x1_sg       sg_338K         6.360000  
U50794                    inv_x2_sg       sg_338K         6.360000  
U50795                    nor_x1_sg       sg_338K         7.950000  
U50796                    nand_x2_sg      sg_338K         7.950000  
U50797                    nand_x1_sg      sg_338K         7.950000  
U50798                    inv_x1_sg       sg_338K         6.360000  
U50799                    nand_x2_sg      sg_338K         7.950000  
U50800                    inv_x1_sg       sg_338K         6.360000  
U50801                    nand_x1_sg      sg_338K         7.950000  
U50802                    inv_x1_sg       sg_338K         6.360000  
U50803                    inv_x2_sg       sg_338K         6.360000  
U50804                    nor_x1_sg       sg_338K         7.950000  
U50805                    inv_x1_sg       sg_338K         6.360000  
U50806                    nand_x1_sg      sg_338K         7.950000  
U50807                    inv_x1_sg       sg_338K         6.360000  
U50808                    nand_x2_sg      sg_338K         7.950000  
U50809                    inv_x1_sg       sg_338K         6.360000  
U50810                    nand_x2_sg      sg_338K         7.950000  
U50811                    nand_x1_sg      sg_338K         7.950000  
U50812                    inv_x2_sg       sg_338K         6.360000  
U50813                    nand_x1_sg      sg_338K         7.950000  
U50814                    inv_x1_sg       sg_338K         6.360000  
U50815                    inv_x1_sg       sg_338K         6.360000  
U50816                    nand_x2_sg      sg_338K         7.950000  
U50817                    nand_x1_sg      sg_338K         7.950000  
U50818                    inv_x1_sg       sg_338K         6.360000  
U50819                    nand_x1_sg      sg_338K         7.950000  
U50820                    inv_x1_sg       sg_338K         6.360000  
U50821                    inv_x2_sg       sg_338K         6.360000  
U50822                    nor_x1_sg       sg_338K         7.950000  
U50823                    inv_x1_sg       sg_338K         6.360000  
U50824                    nand_x1_sg      sg_338K         7.950000  
U50825                    inv_x1_sg       sg_338K         6.360000  
U50826                    nand_x1_sg      sg_338K         7.950000  
U50827                    inv_x2_sg       sg_338K         6.360000  
U50828                    nor_x1_sg       sg_338K         7.950000  
U50829                    inv_x1_sg       sg_338K         6.360000  
U50830                    nand_x2_sg      sg_338K         7.950000  
U50831                    inv_x2_sg       sg_338K         6.360000  
U50832                    nor_x1_sg       sg_338K         7.950000  
U50833                    inv_x2_sg       sg_338K         6.360000  
U50834                    nor_x1_sg       sg_338K         7.950000  
U50835                    inv_x2_sg       sg_338K         6.360000  
U50836                    nor_x1_sg       sg_338K         7.950000  
U50837                    nand_x2_sg      sg_338K         7.950000  
U50838                    nand_x1_sg      sg_338K         7.950000  
U50839                    inv_x1_sg       sg_338K         6.360000  
U50840                    nand_x2_sg      sg_338K         7.950000  
U50841                    nand_x1_sg      sg_338K         7.950000  
U50842                    inv_x1_sg       sg_338K         6.360000  
U50843                    inv_x1_sg       sg_338K         6.360000  
U50844                    inv_x2_sg       sg_338K         6.360000  
U50845                    inv_x2_sg       sg_338K         6.360000  
U50846                    nor_x1_sg       sg_338K         7.950000  
U50847                    inv_x1_sg       sg_338K         6.360000  
U50848                    nand_x1_sg      sg_338K         7.950000  
U50849                    inv_x1_sg       sg_338K         6.360000  
U50850                    nand_x1_sg      sg_338K         7.950000  
U50851                    inv_x1_sg       sg_338K         6.360000  
U50852                    nand_x2_sg      sg_338K         7.950000  
U50853                    inv_x1_sg       sg_338K         6.360000  
U50854                    nand_x2_sg      sg_338K         7.950000  
U50855                    nand_x1_sg      sg_338K         7.950000  
U50856                    inv_x2_sg       sg_338K         6.360000  
U50857                    nand_x1_sg      sg_338K         7.950000  
U50858                    inv_x1_sg       sg_338K         6.360000  
U50859                    inv_x1_sg       sg_338K         6.360000  
U50860                    nand_x2_sg      sg_338K         7.950000  
U50861                    nand_x1_sg      sg_338K         7.950000  
U50862                    inv_x1_sg       sg_338K         6.360000  
U50863                    nand_x1_sg      sg_338K         7.950000  
U50864                    inv_x1_sg       sg_338K         6.360000  
U50865                    inv_x2_sg       sg_338K         6.360000  
U50866                    nor_x1_sg       sg_338K         7.950000  
U50867                    inv_x1_sg       sg_338K         6.360000  
U50868                    nand_x1_sg      sg_338K         7.950000  
U50869                    inv_x1_sg       sg_338K         6.360000  
U50870                    nand_x1_sg      sg_338K         7.950000  
U50871                    inv_x2_sg       sg_338K         6.360000  
U50872                    nor_x1_sg       sg_338K         7.950000  
U50873                    inv_x1_sg       sg_338K         6.360000  
U50874                    nand_x2_sg      sg_338K         7.950000  
U50875                    nand_x2_sg      sg_338K         7.950000  
U50876                    nand_x1_sg      sg_338K         7.950000  
U50877                    inv_x1_sg       sg_338K         6.360000  
U50878                    nand_x2_sg      sg_338K         7.950000  
U50879                    nand_x1_sg      sg_338K         7.950000  
U50880                    inv_x1_sg       sg_338K         6.360000  
U50881                    nand_x1_sg      sg_338K         7.950000  
U50882                    inv_x1_sg       sg_338K         6.360000  
U50883                    inv_x2_sg       sg_338K         6.360000  
U50884                    nor_x1_sg       sg_338K         7.950000  
U50885                    inv_x1_sg       sg_338K         6.360000  
U50886                    nand_x1_sg      sg_338K         7.950000  
U50887                    inv_x1_sg       sg_338K         6.360000  
U50888                    nand_x1_sg      sg_338K         7.950000  
U50889                    inv_x1_sg       sg_338K         6.360000  
U50890                    nand_x2_sg      sg_338K         7.950000  
U50891                    inv_x1_sg       sg_338K         6.360000  
U50892                    nand_x2_sg      sg_338K         7.950000  
U50893                    nand_x1_sg      sg_338K         7.950000  
U50894                    inv_x2_sg       sg_338K         6.360000  
U50895                    nand_x1_sg      sg_338K         7.950000  
U50896                    inv_x1_sg       sg_338K         6.360000  
U50897                    inv_x1_sg       sg_338K         6.360000  
U50898                    nand_x2_sg      sg_338K         7.950000  
U50899                    nand_x1_sg      sg_338K         7.950000  
U50900                    inv_x1_sg       sg_338K         6.360000  
U50901                    nand_x1_sg      sg_338K         7.950000  
U50902                    inv_x1_sg       sg_338K         6.360000  
U50903                    inv_x2_sg       sg_338K         6.360000  
U50904                    nor_x1_sg       sg_338K         7.950000  
U50905                    inv_x1_sg       sg_338K         6.360000  
U50906                    nand_x1_sg      sg_338K         7.950000  
U50907                    inv_x1_sg       sg_338K         6.360000  
U50908                    nand_x1_sg      sg_338K         7.950000  
U50909                    inv_x2_sg       sg_338K         6.360000  
U50910                    nor_x1_sg       sg_338K         7.950000  
U50911                    inv_x1_sg       sg_338K         6.360000  
U50912                    nand_x2_sg      sg_338K         7.950000  
U50913                    inv_x2_sg       sg_338K         6.360000  
U50914                    nor_x1_sg       sg_338K         7.950000  
U50915                    nand_x2_sg      sg_338K         7.950000  
U50916                    nand_x1_sg      sg_338K         7.950000  
U50917                    inv_x1_sg       sg_338K         6.360000  
U50918                    nand_x2_sg      sg_338K         7.950000  
U50919                    nand_x1_sg      sg_338K         7.950000  
U50920                    inv_x1_sg       sg_338K         6.360000  
U50921                    nand_x1_sg      sg_338K         7.950000  
U50922                    inv_x1_sg       sg_338K         6.360000  
U50923                    inv_x2_sg       sg_338K         6.360000  
U50924                    nor_x1_sg       sg_338K         7.950000  
U50925                    inv_x1_sg       sg_338K         6.360000  
U50926                    nand_x1_sg      sg_338K         7.950000  
U50927                    inv_x1_sg       sg_338K         6.360000  
U50928                    nand_x1_sg      sg_338K         7.950000  
U50929                    inv_x1_sg       sg_338K         6.360000  
U50930                    nand_x1_sg      sg_338K         7.950000  
U50931                    nand_x4_sg      sg_338K         13.356000 
U50932                    inv_x1_sg       sg_338K         6.360000  
U50933                    nand_x1_sg      sg_338K         7.950000  
U50934                    nand_x1_sg      sg_338K         7.950000  
U50935                    nand_x1_sg      sg_338K         7.950000  
U50936                    nand_x1_sg      sg_338K         7.950000  
U50937                    nand_x1_sg      sg_338K         7.950000  
U50938                    nand_x1_sg      sg_338K         7.950000  
U50939                    nand_x1_sg      sg_338K         7.950000  
U50940                    nand_x1_sg      sg_338K         7.950000  
U50941                    nand_x1_sg      sg_338K         7.950000  
U50942                    nand_x1_sg      sg_338K         7.950000  
U50943                    nand_x1_sg      sg_338K         7.950000  
U50944                    nand_x1_sg      sg_338K         7.950000  
U50945                    nand_x1_sg      sg_338K         7.950000  
